image,action
E:/Project 103/Trimmed Data\train_frames\smoke_69 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_69 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_69 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_69 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_70 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_70 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_70 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_70 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_74 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_74 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_74 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_74 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_74 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_75 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_75 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_75 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_75 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_75 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_75 _frame5_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_78 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_78 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_78 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_78 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_79 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_79 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_79 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_8 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_8 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_8 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_8 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_8 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_83 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_83 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_83 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_83 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_83 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_84 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_84 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_84 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_85 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_85 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_85 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_87 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_87 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_87 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_87 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_87 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_87 _frame5_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_88 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_88 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_88 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_88 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_9 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_9 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_9 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_9 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_90 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_90 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_90 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_90 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_92 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_92 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_92 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_92 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_92 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_94 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_94 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_94 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_94 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_94 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_94 _frame5_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_95 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_95 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_95 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_95 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_96 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_96 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_97 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_97 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_97 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_97 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_99 _frame0_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_99 _frame1_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_99 _frame2_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_99 _frame3_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_99 _frame4_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_99 _frame5_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_99 _frame6_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_99 _frame7_smoke.jpg,smoke
E:/Project 103/Trimmed Data\train_frames\smoke_99 _frame8_smoke.jpg,smoke
