image,action
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_67 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_67 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_68 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_68 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_68 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_68 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_68 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_68 _frame5_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_71 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_71 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_71 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_72 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_72 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_72 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_72 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_72 _frame4_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_73 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_73 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_73 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_73 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_75 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_75 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_75 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_82 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_82 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_83 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_83 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_83 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_84 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_84 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_85 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_85 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_85 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_89 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_89 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_89 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_89 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_9 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_9 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_9 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_9 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_90 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_90 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_90 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_90 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_93 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_93 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_94 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_94 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_94 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_96 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_96 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_96 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_96 _frame3_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_99 _frame0_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_99 _frame1_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\kill_99 _frame2_kill.jpg,kill
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_1 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_1 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_1 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_10 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_10 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_100 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_100 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_100 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_100 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_101 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_101 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_101 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_101 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_101 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_101 _frame5_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_101 _frame6_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_103 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_103 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_103 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_103 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_104 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_104 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_104 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_105 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_105 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_105 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_105 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_106 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_106 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_106 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_106 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_106 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_106 _frame5_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_107 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_107 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_107 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_107 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_107 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_108 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_108 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_108 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_109 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_109 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_109 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_109 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_109 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_11 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_11 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_11 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_11 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_112 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_112 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_112 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_112 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_112 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_113 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_113 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_113 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_113 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_113 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_114 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_114 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_114 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_114 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_115 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_115 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_115 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_115 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_116 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_116 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_116 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_116 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_118 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_118 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_120 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_120 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_120 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_121 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_121 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_121 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_121 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_121 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_123 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_123 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_123 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_124 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_124 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_124 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_125 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_125 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_125 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_127 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_127 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_127 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_129 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_129 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_129 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_129 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_13 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_13 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_13 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_13 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_13 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_13 _frame5_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_131 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_131 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_131 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_14 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_14 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_15 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_15 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_15 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_15 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_16 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_16 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_16 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_16 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_16 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_16 _frame5_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_16 _frame6_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_17 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_17 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_17 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_19 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_19 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_19 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_19 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_19 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_19 _frame5_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_19 _frame6_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_21 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_21 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_21 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_24 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_24 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_24 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_29 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_29 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_29 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_30 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_30 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_30 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_30 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_32 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_32 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_32 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_34 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_34 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_34 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_34 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_35 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_35 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_35 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_37 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_37 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_38 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_38 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_38 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_38 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_4 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_4 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_4 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_4 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_41 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_41 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_41 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_44 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_44 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_44 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_45 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_45 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_45 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_45 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_46 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_46 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_46 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_46 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_49 _frame0_NoAction.jpg,NoAction
